<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
19715_090101_130416,D,20110530,000000,31.4160000,31.4170000,30.8000000,31.0990000,853.200
19715_090101_130416,D,20110531,000000,31.3500000,31.7320000,31.1880000,31.6000000,1.164.600
19715_090101_130416,D,20110601,000000,31.3680000,32.0030000,31.1880000,31.5970000,768.100
19715_090101_130416,D,20110602,000000,31.3980000,31.3980000,30.6730000,30.9600000,441.500
19715_090101_130416,D,20110603,000000,30.8600000,31.1050000,29.9000000,30.1780000,1.130.600
19715_090101_130416,D,20110606,000000,29.9060000,30.1440000,29.5000000,29.8610000,666.200
19715_090101_130416,D,20110607,000000,29.9200000,30.1950000,29.8610000,29.9990000,982.600
19715_090101_130416,D,20110608,000000,29.9010000,30.0720000,29.2500000,29.8490000,1.104.500
19715_090101_130416,D,20110609,000000,29.8880000,30.0720000,29.5610000,30.0640000,315.200
19715_090101_130416,D,20110610,000000,30.0000000,30.1620000,29.4000000,29.4990000,755.600
19715_090101_130416,D,20110614,000000,29.7180000,29.9790000,29.6000000,29.7350000,582.800
19715_090101_130416,D,20110615,000000,29.8590000,30.5000000,29.5060000,30.4010000,2.437.100
19715_090101_130416,D,20110616,000000,30.0020000,30.2990000,29.6520000,30.2600000,702.800
19715_090101_130416,D,20110617,000000,30.2740000,31.3450000,29.9000000,31.2000000,1.895.200
19715_090101_130416,D,20110620,000000,31.2220000,31.2220000,30.1230000,30.3020000,2.043.900
19715_090101_130416,D,20110621,000000,30.5620000,30.9990000,30.3510000,30.4500000,572.000
19715_090101_130416,D,20110622,000000,30.4620000,30.7770000,30.3100000,30.3800000,563.800
19715_090101_130416,D,20110623,000000,30.3100000,30.3100000,29.8380000,30.0210000,1.949.000
19715_090101_130416,D,20110624,000000,30.1760000,30.5290000,29.9100000,29.9160000,744.100
19715_090101_130416,D,20110627,000000,29.8450000,30.0500000,29.6560000,30.0490000,361.400
19715_090101_130416,D,20110628,000000,30.0450000,30.9000000,30.0450000,30.5950000,897.800
19715_090101_130416,D,20110629,000000,30.6010000,30.7410000,30.3230000,30.4910000,232.900
19715_090101_130416,D,20110630,000000,30.6660000,31.2000000,30.5510000,31.2000000,884.300
19715_090101_130416,D,20110701,000000,31.2030000,40.0000000,31.0100000,33.0000000,11.805.000
19715_090101_130416,D,20110704,000000,33.2340000,34.2000000,32.7370000,33.4000000,2.320.000
19715_090101_130416,D,20110705,000000,33.6790000,33.6790000,32.7000000,32.7060000,1.091.000
19715_090101_130416,D,20110706,000000,33.0000000,33.0000000,31.5920000,32.4000000,828.600
19715_090101_130416,D,20110707,000000,32.2990000,32.7440000,31.8780000,32.4500000,1.354.100
19715_090101_130416,D,20110708,000000,32.4970000,33.2660000,32.0410000,32.2350000,419.500
19715_090101_130416,D,20110711,000000,32.1960000,32.2000000,31.7000000,31.8280000,973.200
19715_090101_130416,D,20110712,000000,31.5690000,32.8000000,31.4940000,32.2680000,873.200
19715_090101_130416,D,20110713,000000,32.4000000,32.8000000,32.2000000,32.2000000,750.800
19715_090101_130416,D,20110714,000000,32.0310000,32.5980000,31.6510000,32.0130000,690.900
19715_090101_130416,D,20110715,000000,31.7790000,32.2000000,31.6500000,31.7140000,155.000
19715_090101_130416,D,20110718,000000,32.5000000,33.2000000,31.2300000,31.4100000,2.050.100
19715_090101_130416,D,20110719,000000,31.9230000,32.6000000,31.6840000,32.3200000,1.791.600
19715_090101_130416,D,20110720,000000,32.4000000,32.8960000,32.1660000,32.5190000,2.530.300
19715_090101_130416,D,20110721,000000,32.5000000,32.8000000,32.1310000,32.3000000,600.000
19715_090101_130416,D,20110722,000000,32.6320000,32.7000000,31.8970000,32.2000000,528.100
19715_090101_130416,D,20110725,000000,32.0300000,32.3500000,31.5200000,31.9100000,566.000
19715_090101_130416,D,20110726,000000,32.0320000,32.9600000,31.9660000,32.7000000,3.091.900
19715_090101_130416,D,20110727,000000,32.7970000,33.6930000,32.6650000,32.9990000,2.547.500
19715_090101_130416,D,20110728,000000,32.8740000,33.3500000,32.2940000,33.0410000,1.332.000
19715_090101_130416,D,20110729,000000,32.7460000,33.0480000,32.0500000,32.8500000,953.300
19715_090101_130416,D,20110801,000000,33.3000000,33.7580000,32.9970000,33.1000000,2.417.500
19715_090101_130416,D,20110802,000000,32.5260000,33.3510000,32.3500000,33.0500000,1.858.200
19715_090101_130416,D,20110803,000000,32.4980000,33.0480000,32.1000000,32.2010000,849.200
19715_090101_130416,D,20110804,000000,32.5830000,33.2000000,31.6230000,32.0100000,1.543.000
19715_090101_130416,D,20110805,000000,30.7500000,31.5010000,30.0300000,31.3000000,3.509.600
19715_090101_130416,D,20110808,000000,30.0550000,30.8300000,28.0000000,28.3380000,1.423.000
19715_090101_130416,D,20110809,000000,27.7000000,28.5100000,26.0560000,26.4000000,6.771.600
19715_090101_130416,D,20110810,000000,27.1490000,27.4000000,24.6880000,24.9890000,2.877.300
19715_090101_130416,D,20110811,000000,25.2500000,25.9750000,22.3150000,25.3000000,14.370.500
19715_090101_130416,D,20110812,000000,25.3500000,26.2990000,23.5550000,26.0000000,3.372.300
19715_090101_130416,D,20110815,000000,26.1000000,28.2700000,26.0000000,27.7000000,5.267.100
19715_090101_130416,D,20110816,000000,27.8800000,27.8810000,26.2900000,26.9400000,4.473.300
19715_090101_130416,D,20110817,000000,27.5850000,28.2200000,26.5200000,27.8500000,9.070.600
19715_090101_130416,D,20110818,000000,27.0600000,27.5700000,25.4200000,26.2000000,11.169.000
19715_090101_130416,D,20110819,000000,25.5040000,26.3080000,25.2000000,25.8000000,4.890.000
19715_090101_130416,D,20110822,000000,25.5730000,26.6940000,25.1030000,26.2600000,2.721.400
19715_090101_130416,D,20110823,000000,26.6900000,26.7580000,25.7000000,25.8100000,1.660.900
19715_090101_130416,D,20110824,000000,26.2760000,26.4810000,25.8100000,25.8320000,751.700
19715_090101_130416,D,20110825,000000,26.0990000,26.5000000,24.8000000,25.0890000,1.675.100
19715_090101_130416,D,20110826,000000,25.1030000,25.8840000,24.5000000,24.8150000,1.751.400
19715_090101_130416,D,20110829,000000,25.5180000,25.8700000,25.2050000,25.8050000,1.195.100
19715_090101_130416,D,20110830,000000,25.8000000,26.0140000,24.5520000,25.2240000,2.324.400
19715_090101_130416,D,20110831,000000,25.4470000,25.8980000,25.2100000,25.7990000,2.406.400
19715_090101_130416,D,20110901,000000,25.7990000,26.0040000,25.0760000,25.8000000,3.789.600
19715_090101_130416,D,20110902,000000,25.7990000,26.6660000,25.4190000,26.1000000,5.113.900
19715_090101_130416,D,20110905,000000,25.7640000,26.4770000,20.0000000,25.8750000,1.473.800
19715_090101_130416,D,20110906,000000,25.7100000,26.3760000,25.5250000,25.7990000,1.779.300
19715_090101_130416,D,20110907,000000,25.9990000,26.5760000,25.8250000,26.0980000,1.702.200
19715_090101_130416,D,20110908,000000,26.2400000,26.5750000,25.8250000,26.1800000,1.880.300
19715_090101_130416,D,20110909,000000,26.0950000,26.5500000,25.9000000,26.0500000,2.297.100
19715_090101_130416,D,20110912,000000,25.7080000,26.3000000,25.4500000,25.8980000,2.938.500
19715_090101_130416,D,20110913,000000,26.1980000,26.4490000,25.8150000,25.9000000,1.118.600
19715_090101_130416,D,20110914,000000,25.8180000,26.9000000,25.8000000,26.5500000,2.750.100
19715_090101_130416,D,20110915,000000,26.7980000,27.7000000,26.5010000,27.4390000,3.826.300
19715_090101_130416,D,20110916,000000,27.3480000,27.7000000,26.2500000,26.6630000,2.347.200
19715_090101_130416,D,20110919,000000,26.4070000,26.6940000,25.8900000,26.2000000,1.060.100
19715_090101_130416,D,20110920,000000,26.4400000,27.2500000,26.4400000,27.2500000,628.400
19715_090101_130416,D,20110921,000000,27.4950000,27.4990000,26.8490000,27.0200000,878.600
19715_090101_130416,D,20110922,000000,26.5400000,26.8810000,24.2200000,25.0700000,8.015.000
19715_090101_130416,D,20110923,000000,25.5560000,26.0030000,22.1500000,23.5310000,9.926.700
19715_090101_130416,D,20110926,000000,23.6000000,23.6000000,22.0500000,22.8210000,4.412.500
19715_090101_130416,D,20110927,000000,23.3000000,23.6450000,21.8620000,22.4000000,12.729.600
19715_090101_130416,D,20110928,000000,22.3970000,22.4990000,21.5520000,22.0040000,3.345.100
19715_090101_130416,D,20110929,000000,21.9410000,22.3800000,21.7010000,22.2600000,1.962.000
19715_090101_130416,D,20110930,000000,22.3060000,22.3060000,20.0100000,20.5740000,7.390.100
19715_090101_130416,D,20111003,000000,20.2000000,22.4400000,19.5000000,22.2900000,5.923.100
19715_090101_130416,D,20111004,000000,21.8000000,23.3900000,20.1500000,20.4000000,6.318.400
19715_090101_130416,D,20111005,000000,21.0000000,21.5000000,19.9530000,20.4950000,13.447.500
19715_090101_130416,D,20111006,000000,21.1150000,21.9280000,20.8500000,21.7020000,3.387.300
19715_090101_130416,D,20111007,000000,21.9700000,22.9000000,21.9700000,22.4020000,4.030.200
19715_090101_130416,D,20111010,000000,22.6770000,22.9890000,22.1000000,22.9100000,1.137.800
19715_090101_130416,D,20111011,000000,23.0230000,23.3350000,22.5150000,22.6210000,1.504.600
19715_090101_130416,D,20111012,000000,22.6000000,23.9000000,22.4510000,23.8200000,2.998.000
19715_090101_130416,D,20111013,000000,23.6750000,24.3430000,23.1760000,23.6500000,4.149.000
19715_090101_130416,D,20111014,000000,23.5060000,25.5000000,23.2970000,25.0000000,4.094.600
19715_090101_130416,D,20111017,000000,25.3900000,25.6630000,24.5890000,24.9420000,1.890.900
19715_090101_130416,D,20111018,000000,25.0000000,25.3870000,24.0700000,24.6000000,1.527.700
19715_090101_130416,D,20111019,000000,24.7880000,25.2000000,23.5610000,24.0000000,1.613.500
19715_090101_130416,D,20111020,000000,23.5200000,24.0000000,23.2200000,23.7500000,1.263.500
19715_090101_130416,D,20111021,000000,23.8000000,24.1260000,23.5000000,23.9500000,1.786.400
19715_090101_130416,D,20111024,000000,24.2450000,24.7800000,24.0800000,24.7800000,1.586.500
19715_090101_130416,D,20111025,000000,24.5860000,24.8900000,23.8500000,24.0200000,1.168.200
19715_090101_130416,D,20111026,000000,23.9600000,24.6700000,23.9600000,24.4860000,1.146.200
19715_090101_130416,D,20111027,000000,24.8000000,25.3980000,24.6400000,24.7010000,4.803.600
19715_090101_130416,D,20111028,000000,24.8360000,25.0800000,24.1800000,24.3000000,1.717.700
19715_090101_130416,D,20111031,000000,24.4000000,24.4000000,23.6000000,23.6000000,2.640.700
19715_090101_130416,D,20111101,000000,23.4010000,23.9900000,22.6580000,22.9980000,2.079.000
19715_090101_130416,D,20111102,000000,23.1770000,23.7990000,23.0410000,23.5340000,1.364.100
19715_090101_130416,D,20111103,000000,23.3000000,23.5440000,22.8120000,23.2130000,489.500
19715_090101_130416,D,20111107,000000,23.4870000,23.8880000,23.1560000,23.6380000,1.411.700
19715_090101_130416,D,20111108,000000,23.8950000,23.8950000,23.5330000,23.5850000,681.600
19715_090101_130416,D,20111109,000000,23.8730000,23.8730000,22.5020000,22.7000000,567.600
19715_090101_130416,D,20111110,000000,22.4190000,23.2990000,22.1540000,22.8770000,481.900
19715_090101_130416,D,20111111,000000,23.0060000,23.7500000,22.7000000,23.7400000,986.000
19715_090101_130416,D,20111114,000000,24.0000000,24.0000000,23.5010000,23.6670000,270.100
19715_090101_130416,D,20111115,000000,23.6480000,23.9500000,22.8100000,22.9500000,690.600
19715_090101_130416,D,20111116,000000,23.4150000,23.5980000,23.0010000,23.2610000,947.200
19715_090101_130416,D,20111117,000000,23.6990000,23.6990000,22.9000000,23.5000000,2.000.800
19715_090101_130416,D,20111118,000000,23.1210000,23.2890000,22.8800000,22.9230000,1.176.700
19715_090101_130416,D,20111121,000000,22.8700000,22.8700000,21.7000000,21.7500000,1.273.800
19715_090101_130416,D,20111122,000000,21.8890000,22.2980000,21.8890000,21.9020000,2.180.300
19715_090101_130416,D,20111123,000000,22.0000000,23.7500000,21.9020000,23.7500000,6.155.600
19715_090101_130416,D,20111124,000000,23.2010000,24.2240000,23.2010000,23.8710000,2.361.600
19715_090101_130416,D,20111125,000000,23.6000000,24.0000000,23.5910000,24.0000000,2.113.500
19715_090101_130416,D,20111128,000000,24.2040000,25.4900000,24.0500000,25.2000000,1.495.000
19715_090101_130416,D,20111129,000000,25.3770000,25.8890000,24.8000000,25.7000000,1.907.100
19715_090101_130416,D,20111130,000000,25.9800000,26.8170000,25.2630000,26.2810000,2.103.900
19715_090101_130416,D,20111201,000000,26.5610000,27.3000000,26.5600000,26.8000000,1.143.400
19715_090101_130416,D,20111202,000000,26.7830000,27.0300000,26.1280000,26.6000000,964.400
19715_090101_130416,D,20111205,000000,26.0310000,26.8860000,25.9000000,26.5990000,678.300
19715_090101_130416,D,20111206,000000,26.0000000,26.5700000,25.2020000,26.0000000,2.785.700
19715_090101_130416,D,20111207,000000,25.5580000,26.2000000,25.3040000,25.3190000,724.300
19715_090101_130416,D,20111208,000000,25.4720000,26.5010000,25.3590000,25.5200000,1.167.700
19715_090101_130416,D,20111209,000000,25.0250000,25.0930000,23.1510000,24.3610000,1.256.200
19715_090101_130416,D,20111212,000000,24.9850000,25.3130000,23.1490000,23.4000000,1.157.200
19715_090101_130416,D,20111213,000000,23.4760000,24.1990000,23.1100000,23.8450000,760.100
19715_090101_130416,D,20111214,000000,23.6790000,24.1990000,23.5200000,23.9500000,1.062.700
19715_090101_130416,D,20111215,000000,23.4990000,24.7500000,23.4990000,24.3510000,578.400
19715_090101_130416,D,20111216,000000,24.4960000,24.7580000,23.6990000,24.2200000,525.700
19715_090101_130416,D,20111219,000000,24.1690000,24.2020000,23.6920000,24.0000000,174.800
19715_090101_130416,D,20111220,000000,24.0820000,24.4870000,23.9910000,24.2610000,237.600
19715_090101_130416,D,20111221,000000,24.7900000,24.7910000,23.6300000,23.9190000,349.100
19715_090101_130416,D,20111222,000000,24.1190000,24.1190000,23.4510000,23.6960000,222.300
19715_090101_130416,D,20111223,000000,23.9990000,24.0000000,23.4000000,23.4020000,102.300
19715_090101_130416,D,20111226,000000,23.7400000,23.8000000,23.2000000,23.2330000,121.400
19715_090101_130416,D,20111227,000000,23.3970000,23.3970000,22.5400000,22.8000000,202.800
19715_090101_130416,D,20111228,000000,22.8850000,23.0500000,22.5000000,23.0290000,775.100
19715_090101_130416,D,20111229,000000,22.8300000,23.3000000,22.4300000,23.3000000,596.800
19715_090101_130416,D,20111230,000000,23.3500000,23.5100000,22.9990000,23.3100000,400.300
19715_090101_130416,D,20120103,000000,23.3010000,24.2500000,23.3000000,24.0400000,210.500
19715_090101_130416,D,20120104,000000,24.4190000,24.4190000,23.7280000,23.9990000,72.700
19715_090101_130416,D,20120105,000000,23.9990000,24.5190000,23.8020000,24.0450000,535.200
19715_090101_130416,D,20120106,000000,23.5160000,24.6380000,23.5160000,24.4000000,374.600
19715_090101_130416,D,20120109,000000,24.1240000,24.9350000,24.0610000,24.4700000,194.600
19715_090101_130416,D,20120110,000000,24.4770000,25.3490000,24.3230000,25.0000000,1.859.800
19715_090101_130416,D,20120111,000000,25.0260000,25.4710000,24.5600000,24.8390000,1.069.500
19715_090101_130416,D,20120112,000000,24.7200000,25.2490000,24.4690000,24.8650000,503.800
19715_090101_130416,D,20120113,000000,24.6330000,25.6760000,24.5670000,25.2430000,2.454.800
19715_090101_130416,D,20120116,000000,24.8750000,25.5980000,24.6830000,25.4750000,324.400
19715_090101_130416,D,20120117,000000,25.5800000,26.5030000,25.1330000,25.5980000,1.678.700
19715_090101_130416,D,20120118,000000,25.5100000,25.7000000,25.3000000,25.4430000,670.200
19715_090101_130416,D,20120119,000000,25.8000000,25.8970000,25.2020000,25.5230000,690.900
19715_090101_130416,D,20120120,000000,25.5010000,25.5950000,25.3690000,25.5460000,339.800
19715_090101_130416,D,20120123,000000,25.4450000,25.9510000,25.2300000,25.8990000,1.081.500
19715_090101_130416,D,20120124,000000,25.8900000,26.1350000,25.3300000,25.5500000,440.400
19715_090101_130416,D,20120125,000000,25.6780000,25.9970000,25.3000000,25.5000000,456.900
19715_090101_130416,D,20120126,000000,25.6500000,27.0000000,25.3270000,26.8150000,2.835.500
19715_090101_130416,D,20120127,000000,26.5130000,26.9680000,26.5110000,26.7000000,2.160.700
19715_090101_130416,D,20120130,000000,26.3500000,26.9000000,25.9000000,25.9000000,1.212.400
19715_090101_130416,D,20120131,000000,26.0040000,26.4890000,25.2230000,25.7670000,3.032.800
19715_090101_130416,D,20120201,000000,25.5500000,26.3000000,25.2700000,25.9040000,1.822.300
19715_090101_130416,D,20120202,000000,25.9300000,26.9990000,25.9300000,25.9500000,2.246.000
19715_090101_130416,D,20120203,000000,26.1470000,26.4160000,25.9900000,26.2980000,627.900
19715_090101_130416,D,20120206,000000,26.4000000,26.4980000,26.0200000,26.0520000,450.600
19715_090101_130416,D,20120207,000000,26.3500000,26.9980000,25.5000000,25.6000000,2.042.800
19715_090101_130416,D,20120208,000000,25.8020000,26.7770000,25.6000000,26.0000000,3.157.900
19715_090101_130416,D,20120209,000000,26.0970000,26.5300000,25.7800000,25.8500000,2.202.600
19715_090101_130416,D,20120210,000000,25.9880000,25.9880000,25.2100000,25.5170000,1.004.100
19715_090101_130416,D,20120213,000000,25.7470000,25.9800000,25.5390000,25.9800000,799.300
19715_090101_130416,D,20120214,000000,25.6000000,26.4000000,25.6000000,26.1000000,2.707.900
19715_090101_130416,D,20120215,000000,26.3000000,26.8790000,26.0400000,26.8790000,2.155.700
19715_090101_130416,D,20120216,000000,26.4800000,27.5000000,26.1070000,26.8900000,3.410.900
19715_090101_130416,D,20120217,000000,27.2480000,27.3260000,26.6500000,26.9000000,1.370.200
19715_090101_130416,D,20120220,000000,27.1900000,27.3000000,26.8240000,26.9500000,574.200
19715_090101_130416,D,20120221,000000,26.9000000,27.3900000,26.2000000,26.4480000,1.882.900
19715_090101_130416,D,20120222,000000,26.5500000,27.3600000,26.2010000,27.0000000,3.824.200
19715_090101_130416,D,20120224,000000,27.1000000,28.3880000,27.0000000,28.3000000,2.842.000
19715_090101_130416,D,20120227,000000,28.4000000,28.9280000,27.8220000,27.9800000,2.572.700
19715_090101_130416,D,20120228,000000,28.3590000,28.6440000,27.5300000,27.5510000,2.700.600
19715_090101_130416,D,20120229,000000,27.8600000,28.3300000,27.7090000,28.1200000,2.056.800
19715_090101_130416,D,20120301,000000,28.0550000,28.0550000,27.7610000,27.9600000,290.000
19715_090101_130416,D,20120302,000000,28.1890000,28.6000000,27.6200000,27.9000000,1.796.400
19715_090101_130416,D,20120305,000000,28.1890000,28.2000000,27.7200000,28.0000000,774.200
19715_090101_130416,D,20120306,000000,27.9470000,28.0000000,26.8000000,26.8000000,1.069.900
19715_090101_130416,D,20120307,000000,27.0000000,27.9900000,27.0000000,27.8630000,1.171.800
19715_090101_130416,D,20120311,000000,28.0000000,28.2100000,27.9040000,28.0620000,301.000
19715_090101_130416,D,20120312,000000,28.0300000,28.0300000,27.2270000,27.5750000,3.121.800
19715_090101_130416,D,20120313,000000,27.6070000,29.1000000,27.4160000,28.5400000,3.196.100
19715_090101_130416,D,20120314,000000,28.8000000,29.9390000,28.4750000,29.7510000,3.438.000
19715_090101_130416,D,20120315,000000,29.5610000,29.8680000,29.0100000,29.6000000,2.969.400
19715_090101_130416,D,20120316,000000,29.5010000,29.9900000,29.2000000,29.5000000,2.065.200
19715_090101_130416,D,20120319,000000,29.4500000,29.7830000,28.7010000,28.7100000,1.064.000
19715_090101_130416,D,20120320,000000,28.7010000,28.9500000,28.2210000,28.4910000,597.300
19715_090101_130416,D,20120321,000000,28.1820000,29.0500000,28.1820000,28.6000000,642.200
19715_090101_130416,D,20120322,000000,28.9280000,29.0000000,27.2720000,27.6000000,1.716.400
19715_090101_130416,D,20120323,000000,27.7550000,28.0000000,27.2000000,27.2610000,814.600
19715_090101_130416,D,20120326,000000,27.6770000,27.7550000,27.2200000,27.6700000,825.900
19715_090101_130416,D,20120327,000000,27.7480000,28.1990000,26.8660000,27.1600000,1.329.100
19715_090101_130416,D,20120328,000000,27.0300000,27.3000000,26.4010000,26.9000000,1.308.500
19715_090101_130416,D,20120329,000000,26.8990000,27.0000000,26.0000000,26.1990000,1.282.700
19715_090101_130416,D,20120330,000000,26.5800000,26.9000000,25.4200000,25.7770000,1.550.600
19715_090101_130416,D,20120402,000000,25.9990000,26.2400000,25.5700000,25.8600000,1.289.600
19715_090101_130416,D,20120403,000000,25.9200000,26.5190000,25.8900000,26.3010000,3.166.700
19715_090101_130416,D,20120404,000000,25.9920000,26.2970000,25.7000000,25.8590000,1.727.900
19715_090101_130416,D,20120405,000000,25.8500000,26.1930000,25.2230000,25.5990000,1.392.300
19715_090101_130416,D,20120406,000000,25.6990000,25.7500000,25.3120000,25.4990000,370.100
19715_090101_130416,D,20120409,000000,25.5080000,25.5080000,24.6080000,25.4500000,606.200
19715_090101_130416,D,20120410,000000,25.4900000,25.7470000,25.2880000,25.2880000,1.346.700
19715_090101_130416,D,20120411,000000,25.6270000,25.6280000,24.9500000,25.4320000,2.068.500
19715_090101_130416,D,20120412,000000,25.6200000,25.6640000,25.1240000,25.3000000,594.700
19715_090101_130416,D,20120413,000000,25.5000000,25.6200000,25.3000000,25.4400000,1.368.800
19715_090101_130416,D,20120416,000000,25.1500000,25.9850000,25.1250000,25.3000000,2.501.300
19715_090101_130416,D,20120417,000000,25.8720000,25.8880000,25.3000000,25.7500000,1.425.700
19715_090101_130416,D,20120418,000000,25.9000000,25.9790000,25.6510000,25.7000000,997.000
19715_090101_130416,D,20120419,000000,25.7010000,26.2500000,25.6990000,26.0000000,754.700
19715_090101_130416,D,20120420,000000,25.4990000,25.9320000,25.4500000,25.9120000,1.329.300
19715_090101_130416,D,20120423,000000,25.9070000,25.9330000,25.3000000,25.3800000,1.408.500
19715_090101_130416,D,20120424,000000,25.4420000,25.8510000,24.3410000,25.1000000,1.651.300
19715_090101_130416,D,20120425,000000,25.3000000,25.3930000,24.8020000,24.9500000,900.200
19715_090101_130416,D,20120426,000000,25.0010000,25.4900000,24.5510000,24.8000000,982.700
19715_090101_130416,D,20120427,000000,24.9740000,25.3990000,24.8000000,25.0000000,2.729.000
19715_090101_130416,D,20120428,000000,25.2100000,25.2100000,23.5500000,24.5000000,5.455.200
19715_090101_130416,D,20120502,000000,24.7390000,24.9650000,24.2600000,24.4200000,1.012.900
19715_090101_130416,D,20120503,000000,24.4260000,24.5730000,24.2530000,24.3200000,171.100
19715_090101_130416,D,20120504,000000,24.3220000,24.4540000,23.2340000,23.2510000,1.243.700
19715_090101_130416,D,20120505,000000,23.2550000,23.5490000,23.1000000,23.3500000,96.600
19715_090101_130416,D,20120507,000000,23.3500000,23.7470000,22.8170000,23.2500000,97.900
19715_090101_130416,D,20120508,000000,23.7000000,24.0000000,22.9990000,23.0520000,309.300
19715_090101_130416,D,20120510,000000,23.4690000,23.5990000,22.9990000,23.3760000,582.000
19715_090101_130416,D,20120511,000000,23.3160000,23.6020000,22.8420000,23.3000000,952.100
19715_090101_130416,D,20120512,000000,23.1500000,23.6320000,23.1500000,23.6200000,116.300
19715_090101_130416,D,20120514,000000,23.5000000,23.5000000,22.6600000,22.7060000,276.100
19715_090101_130416,D,20120515,000000,22.9960000,22.9970000,20.9410000,21.8000000,1.383.400
19715_090101_130416,D,20120516,000000,21.6800000,22.2990000,21.4490000,22.2990000,795.400
19715_090101_130416,D,20120517,000000,22.2990000,22.3000000,21.1990000,21.6800000,2.099.500
19715_090101_130416,D,20120518,000000,21.1000000,22.2000000,21.0000000,21.9990000,343.900
19715_090101_130416,D,20120521,000000,22.0270000,23.0590000,21.5000000,22.9000000,685.700
19715_090101_130416,D,20120522,000000,23.3300000,23.4710000,22.3320000,23.1000000,707.700
19715_090101_130416,D,20120523,000000,22.6280000,23.2200000,22.0610000,22.1930000,1.126.700
19715_090101_130416,D,20120524,000000,22.2080000,22.6030000,22.1510000,22.5060000,1.077.000
19715_090101_130416,D,20120525,000000,22.2800000,23.1900000,22.2790000,22.7990000,688.200
19715_090101_130416,D,20120528,000000,23.3000000,23.8900000,23.0500000,23.5000000,471.000
19715_090101_130416,D,20120529,000000,23.4500000,24.7860000,23.2550000,24.4250000,921.000
19715_090101_130416,D,20120530,000000,24.1500000,24.6260000,23.5200000,24.1750000,2.102.300
19715_090101_130416,D,20120531,000000,24.1690000,24.9900000,23.9190000,23.9190000,1.943.300
19715_090101_130416,D,20120601,000000,24.2000000,24.2960000,22.4890000,22.6000000,2.132.000
19715_090101_130416,D,20120604,000000,22.4890000,23.1500000,22.4830000,22.8550000,634.800
19715_090101_130416,D,20120605,000000,22.9830000,23.4860000,22.8990000,23.0010000,444.400
19715_090101_130416,D,20120606,000000,23.3290000,23.3670000,22.8130000,23.2400000,1.312.800
19715_090101_130416,D,20120607,000000,23.4790000,24.8000000,22.9990000,24.6000000,2.051.500
19715_090101_130416,D,20120608,000000,24.2110000,24.7450000,23.5100000,24.7450000,678.400
19715_090101_130416,D,20120609,000000,24.7550000,24.9400000,24.5140000,24.6500000,19.800
19715_090101_130416,D,20120613,000000,24.9000000,25.3800000,24.6130000,25.2000000,852.800
19715_090101_130416,D,20120614,000000,25.1490000,25.3000000,24.9910000,25.3000000,1.060.900
19715_090101_130416,D,20120615,000000,25.4000000,25.6000000,24.6000000,24.6270000,1.339.300
19715_090101_130416,D,20120618,000000,25.0990000,25.2300000,24.6310000,24.9610000,397.700
19715_090101_130416,D,20120619,000000,24.9480000,25.1840000,24.7060000,25.0760000,334.300
19715_090101_130416,D,20120620,000000,25.0690000,25.1000000,24.4600000,24.5990000,282.300
19715_090101_130416,D,20120621,000000,24.3590000,25.1260000,24.0150000,24.3090000,1.050.600
19715_090101_130416,D,20120622,000000,23.8000000,25.0990000,23.7000000,24.4200000,753.900
19715_090101_130416,D,20120625,000000,24.3770000,24.7000000,24.0100000,24.2330000,204.900
19715_090101_130416,D,20120626,000000,24.3990000,24.8690000,24.1910000,24.6200000,1.040.800
19715_090101_130416,D,20120627,000000,24.8710000,24.9500000,23.8990000,24.3000000,1.312.400
19715_090101_130416,D,20120628,000000,24.3720000,24.3730000,23.6150000,23.9360000,747.900
19715_090101_130416,D,20120629,000000,24.1990000,24.8900000,24.1990000,24.8900000,1.170.500
19715_090101_130416,D,20120702,000000,24.6500000,24.9760000,24.6500000,24.9740000,608.000
19715_090101_130416,D,20120703,000000,25.0000000,25.4480000,25.0000000,25.2490000,1.717.500
19715_090101_130416,D,20120704,000000,25.2340000,25.2340000,24.7520000,24.8020000,782.300
19715_090101_130416,D,20120705,000000,24.7490000,24.9600000,24.5120000,24.6140000,439.900
19715_090101_130416,D,20120706,000000,24.5000000,24.7850000,23.9500000,24.0020000,1.305.700
19715_090101_130416,D,20120709,000000,24.1480000,24.3380000,23.9510000,23.9540000,1.014.100
19715_090101_130416,D,20120710,000000,24.1440000,24.5930000,23.7200000,24.1900000,1.419.400
19715_090101_130416,D,20120711,000000,24.0910000,24.2670000,23.5100000,24.1970000,2.156.300
19715_090101_130416,D,20120712,000000,24.0430000,24.3600000,23.7540000,23.8310000,751.800
19715_090101_130416,D,20120713,000000,24.1020000,25.1000000,24.0990000,24.9100000,2.914.900
19715_090101_130416,D,20120716,000000,24.8900000,25.2020000,24.5810000,24.8010000,700.200
19715_090101_130416,D,20120717,000000,24.8780000,25.9500000,24.7000000,25.3000000,3.470.500
19715_090101_130416,D,20120718,000000,25.3450000,25.7200000,25.0050000,25.0050000,1.226.300
19715_090101_130416,D,20120719,000000,25.4590000,26.1700000,25.0010000,25.6180000,1.619.100
19715_090101_130416,D,20120720,000000,25.5080000,25.5120000,25.1150000,25.2000000,491.600
19715_090101_130416,D,20120723,000000,25.1200000,25.5000000,24.2500000,24.4400000,996.700
